23,MD  4056  9.00  2073 4.897  2.449  1883 51.1 464
24,VA  4764  9.00  2463 4.258  4.686  2604 51.7 547
25,WV  1781  8.50   982 4.574  2.619   819 55.1 460
26,NC  5214  9.00  2835 3.721  4.746  2953 54.4 566
27,SC  2665  8.00  1460 3.448  5.399  1537 54.8 577
28,GA  4720  7.50  2731 3.846  9.061  2979 57.9 631
29,FA  7259  8.00  4084 4.188  5.975  4169 56.3 574
30,KY  3299  9.00  1626 3.601  4.650  1761 49.3 534
31,TN  4031  7.00  2088 3.640  6.905  2301 51.8 571
32,AL  3510  7.00  1801 3.333  6.594  1946 51.3 554
33,MS  2263  8.00  1309 3.063  6.524  1306 57.8 577
34,AR  1978  7.50  1081 3.357  4.121  1242 54.7 628
"35. LA  3720  8.00  1813 3.528  3.495  1812 48.7 487
36. OK  2634  6.58  1657 3.802  7.834  1695 62.9 644
37. TX 11649  5.00  6595 4.045 17.782  7451 56.6 640
38. MT   719  7.00   421 3.897  6.385   506 58.6 704
39. ID   756  8.50   501 3.635  3.274   490 66.3 648
40. WY   345  7.00   232 4.345  3.905   334 67.2 968
41. CO  2357  7.00  1475 4.449  4.639  1384 62.6 587
42. NM  1065  7.00   600 3.656  3.985   744 56.3 699
43. AZ  1945  7.00  1173 4.300  3.635  1230 60.3 632
44. UT  1126  7.00   572 3.745  2.611   666 50.8 591
45. NV   527  6.00   354 5.215  2.302   412 67.2 782
46. WN  3443  9.00  1966 4.476  3.942  1757 57.1 510
47. OR  2182  7.00  1360 4.296  4.083  1331 62.3 610
48. CA 20468  7.00 12130 5.002  9.794 10730 59.3 524
alr56         26    12 FORMAT"
"(F3.0,3F5.1,F6.1,F5.1,F3.0,2F6.1,F5.1,F4.0,F4.1)"
"201 13.6 90.2 41.5 139.4 31.6 74 110.2 179.0 44.1 226 7.0
202 12.7 91.4 31.0 144.3 26.0 73  79.4 195.1 36.1 252 4.0
203 12.6 86.4 30.1 136.5 26.6 64  76.3 183.7 36.9 216 6.0
204 14.8 87.6 34.1 135.4 28.2 75  74.5 178.7 37.3 220 3.0
205 12.7 86.7 24.5 128.9 24.2 63  55.7 171.5 31.0 200 1.5
206 11.9 88.1 29.8 136.0 26.7 77  68.2 181.8 37.0 215 3.0
207 11.5 82.2 26.0 128.5 26.5 45  78.2 172.5 39.1 152 6.0
209 13.2 83.8 30.1 133.2 27.6 70  66.5 174.6 37.3 189 4.0
210 16.9 91.0 37.9 145.6 29.0 61  70.5 190.4 33.9 183 3.0
211 12.7 87.4 27.0 132.4 26.0 74  57.3 173.8 33.3 193 3.0
212 11.4 84.2 25.9 133.7 25.8 68  50.3 172.6 31.6 202 3.0
213 14.2 88.4 31.1 138.3 27.3 59  70.8 185.2 36.6 208 4.0
214 17.2 87.7 34.6 134.6 30.6 87  73.7 178.4 39.2 227 3.0
215 13.7 89.6 34.6 139.0 28.9 71  75.2 177.6 36.8 204 2.5
216 14.2 91.4 43.1 146.0 32.4 98  83.1 183.5 38.0 226 4.0
217 15.9 90.0 33.2 133.2 28.5 82  74.3 178.1 37.8 233 2.5
218 14.3 86.4 30.7 133.3 27.3 73  72.2 177.0 36.5 237 2.0
219 13.3 90.0 31.6 130.3 27.5 68  88.6 172.9 40.4 230 7.0
221 13.8 91.4 33.4 144.5 27.0 92  75.9 188.4 36.5 250 1.0
222 11.3 81.3 29.4 125.4 27.7 70  64.9 169.4 35.7 236 3.0
223 14.3 90.6 30.2 135.8 26.7 70  65.6 180.2 35.4 177 4.0
224 13.4 92.2 31.1 139.9 27.2 63  66.4 189.0 35.3 186 4.0
225 12.2 87.1 27.6 136.8 25.8 73  59.0 182.4 33.5 199 3.0
226 15.9 91.4 32.3 140.6 27.9 69  68.1 185.8 34.2 227 1.0
227 11.5 89.7 29.0 138.6 24.6 61  67.7 180.7 34.3 164 4.0
228 14.2 92.2 31.4 140.0 28.2 74  68.5 178.7 37.0 219 2.0
alr57         32    12 FORMAT"
"(F3.0,3F5.1,F6.1,F5.1,F4.0,F5.1,F6.1,F5.1,F4.0,F4.1)
331 12.6 83.8 33.0 136.5 29.0  57 71.2 169.6 38.8 107 6.0
334 12.0 86.2 34.2 137.0 27.3  44 58.2 166.8 34.3 130 5.0
335 10.9 85.1 28.1 129.0 27.4  48 56.0 157.1 37.8 101 5.0
351 12.7 88.6 27.5 139.4 25.7  68 64.5 181.1 34.2 149 4.0
352 11.3 83.0 23.9 125.6 24.5  22 53.0 158.4 32.4 112 5.0
353 11.8 88.9 32.2 137.1 28.2  59 52.4 165.6 33.8 136 4.0
354 15.4 89.7 29.4 133.6 26.6  58 56.8 166.7 32.7 118 4.5
355 10.9 81.3 22.0 121.4 24.4  44 49.2 156.5 33.5 110 4.0
356 13.2 88.7 28.8 133.6 26.5  58 55.6 168.1 34.1 104 4.5
357 14.3 88.4 38.8 134.1 31.1  57 77.8 165.3 39.8 138 6.5"
"358 11.1 85.1 36.0 139.4 28.2  64 69.6 163.7 38.6 108 5.5
359 13.6 91.4 31.3 138.1 27.6  64 56.2 173.7 34.2 134 3.5
361 13.5 86.1 33.3 138.4 29.4  73 64.9 169.2 36.7 141 5.0
362 16.3 94.0 36.2 139.5 28.0  52 59.3 170.1 32.8 122 4.5
364 10.2 82.2 23.4 129.8 22.6  60 49.8 164.2 30.0 128 4.0
365 12.6 88.2 33.8 144.8 28.3 107 62.6 176.0 35.8 168 5.0
366 12.9 87.5 34.5 138.9 30.5  62 66.6 170.9 38.8 126 5.0
367 13.3 88.6 34.4 140.3 31.2  88 65.3 169.2 39.0 142 5.0
368 13.4 86.9 38.2 143.8 29.8  78 65.9 172.0 35.7 132 5.5
369 12.7 86.4 31.7 133.6 27.5  52 59.0 163.0 32.7 116 5.5
370 12.2 80.9 26.6 123.5 27.2  40 47.4 154.5 32.2 112 4.0
371 15.4 90.0 34.2 139.9 29.1  71 60.4 172.5 35.7 137 4.0
372 12.7 94.0 27.7 136.1 26.7  30 56.3 175.6 34.0 114 3.0
373 13.2 89.7 28.5 135.8 25.5  76 61.7 167.2 35.5 122 4.5
374 12.4 86.4 30.5 131.9 28.6  59 52.4 164.0 34.8 121 5.0
376 13.4 86.4 39.0 130.9 29.3  38 58.4 161.6 33.0 107 6.5
377 10.6 81.8 25.0 126.3 25.0  50 52.8 153.6 33.4 140 5.0
380 12.7 91.4 29.8 135.5 27.0  57 67.4 173.5 34.5 123 5.0
382 11.8 88.6 27.0 134.0 26.5  54 56.3 166.2 36.2 135 4.5
383 13.3 86.4 41.4 138.2 32.5  44 82.8 162.8 42.5 125 7.0
384 13.2 94.0 41.6 142.0 31.0  56 68.1 168.6 38.4 142 5.5
385 15.9 89.2 42.4 140.8 32.6  74 63.1 169.2 37.9 142 5.5
alr63         13     4 FORMAT"
"(F4.0,F5.0,2F4.0)"
1965 18.9 4.3 4.2
1966 23.7 4.2 4.8
1967 26.2 4.6 5.3
1968 26.6 4.7 4.8
1969 39.6 4.1 5.5
1970 45.5 4.6 5.6
1971 26.7 3.7 5.4
1972 19.0 3.1 4.6
1973 30.6 3.4 5.1
1974 34.1 3.4 3.7
1975 23.7 2.1 2.7
1976 14.6 2.2 2.1
1977  7.6 2.0 2.5
alr79         16     7 FORMAT
"(F5.1,F7.0,2F5.0,F7.0,F5.0,F6.0)"
"116.9 554894 4007 2827 130081 1962 70551
alr85         10     4 FORMAT"
"(F3.0,F5.3,F4.0,F3.0)"
49. .345 367 17
50. .287 311  9
51. .251 295  9
52. .225 268  7
53. .207 253  7
54. .186 239  6
55. .161 220  6
56. .132 213  6
30  8 14.50 1.19 0
32  8 15.38  .51 0
34  5 16.60  .89 0
36  6 15.50  .54 0
38  7 16.86 1.35 0
40  4 17.50  .58 0
42  3 17.33 1.52 0
44  8 18.00  .76 0
48 22 18.46  .75 0
50  7 17.71  .95 0
55 24 19.42  .78 0
58 15 20.60  .62 0
61 12 21.00  .73 0
64 15 22.33  .89 0
67 10 22.20  .79 0
75 14 23.86 1.09 0
79 12 24.42 1.00 0
82 19 24.79  .52 0
85  5 25.00 1.01 0
88 27 26.04  .99 0
91  5 26.60  .54 0
94 16 27.12 1.16 0
97 12 26.83  .59 0
100 10 28.70  .47 0
106 15 29.13 1.74 0
"alr99          7     3 FORMAT
(F2.0,F6.2,F6.3)"
21 17.26 1.988
20 17.07 1.938
19 16.37 1.896
18 16.40 2.037
17 16.13 1.654
16 16.17 1.594
15 15.98 1.763
"alr101a       43     8 FORMAT
(F3.0,F5.3,F4.0,F3.0,4F2.0)"
10. .345 367 17 1 0 0 0
1680
1672
1689
1981
1980
1978
1994
1990
2290
2292
2282
2277
2289
"alr102        45     3 FORMAT
(F3.0,2F4.0)"
565040
382530
253040
483545
382530
222020
221220
423435
342030
141012
302530
91010
181518
252030
624050
263020
8875120
563560
11910
665580
423035
302530
9040120
11975200
165100200
152150150
205120200
409250300
342500500
200200300
735040
1237580
150150120
705060
9060100
11075120
95150150
574040
432535
55100110,
325200400,
11460120,
834040,
913560,
562040,
"alr103         5     6 FORMAT
(F1.0,F4.0,F7.4,F7.5,2F6.3)",
"1. 123 7.9725 .01409 7.900 7.999
2. 78 7.9503 .02272 7.892 7.993
3. 32 7.9276 .03426 7.848 7.984
4. 17 7.8962 .04057 7.827 7.965
5. 24 7.8730 .05353 7.757 7.961
alr107        11     7 FORMAT
(F2.0,F4.0,F6.2,F5.2,F6.2,F3.0,F6.2)",
1,10  8.04 9.14  7.46  8  6.58
2,8  6.95 8.14  6.77  8  5.76
3,13  7.58 8.74 12.74  8  7.71
4,9  8.81 8.77  7.11  8  8.84
5,11  8.33 9.26  7.81  8  8.47
6,14  9.96 8.10  8.84  8  7.04
7,6  7.24 6.13  6.08  8  5.25
8,4  4.26 3.10  5.39 19 12.50
9,12 10.84 9.13  8.15  8  5.56
10,7  4.82 7.26  6.42  8  7.91
11,5  5.68 4.74  5.73  8  6.89
"alr122        19     4 FORMAT
(F3.0,F5.1,F5.2,F4.2)",
176  6.5  .88 .42,
176  9.5  .88 .25,
190  9.0 1.00 .56,
176  8.9  .88 .23,
200  7.2 1.00 .23,
167  8.9  .83 .32,
188  8.0  .94 .37,
195 10.0  .98 .41,
176  8.0  .88 .33,
165  7.9  .84 .38,
158  6.9  .80 .27,
148  7.3  .74 .36,
149  5.2  .75 .21,
163  8.4  .81 .28,
170  7.2  .85 .34,
186  6.8  .94 .28,
146  7.3  .73 .30,
181  9.0  .90 .37,
149  6.4  .75 .46,
"alr138        32     6 FORMAT
(F2.0,F3.0,2F5.2,2F3.0)",
33 53 3.32 3.42 29 30,
31 36 3.10 3.26 24 24,
33 51 3.18 3.18 26 26,
37 51 3.39 3.08 22 22,
36 54 3.20 3.41 27 27,
35 35 3.03 3.03 21 20
59 56 4.78 4.57 33 32
60 60 4.72 4.72 34 34
59 60 4.60 4.41 32 27
60 60 4.53 4.53 34 34
34 35 2.90 2.95 20 19
60 59 4.40 4.36 36 37
60 62 4.31 4.42 34 34
60 36 4.27 3.94 23 22
62 38 4.41 3.49 24 24
62 61 4.39 4.39 32 32
90 64 7.32 6.70 40 38
90 60 7.32 7.20 46 44
92 92 7.45 7.45 55 57
91 92 7.27 7.26 52 53
61 62 3.91 4.08 29 29
59 42 3.75 3.45 22 21
88 65 6.48 5.80 31 28
91 89 6.70 6.60 45 45
63 62 4.30 4.30 37 39
60 61 4.02 4.10 37 39
60 62 4.02 3.89 33 34
59 62 3.98 4.02 27 26
59 62 4.39 4.53 34 34
37 35 2.75 2.64 19 19
35 35 2.59 2.59 16 15
"37 37 2.73 2.59 22 22
alr144        62     4 FORMAT
(F8.3,F9.3,F7.3,F6.3)"
3.385   44.500   .530 1.648
.480   15.499  -.319 1.190
"1.350    8.100   .130  .909
465.000  423.000  2.667 2.626
36.330  119.500  1.560 2.077
27.660  115.000  1.442 2.061
14.830   98.200  1.171 1.992
1.040    5.500   .017  .740
4.190   58.000   .622 1.763"
".425    6.400  -.372  .806
.101    4.000  -.996  .602
.920    5.700  -.036  .756"
1.000    6.600      0  .820
".005     .140 -2.301 -.854
.060    1.000 -1.222     0"
"3.500   10.800   .544 1.033
2.000   12.300   .301 1.090
1.700    6.300   .230  .799
2547.000 4603.000  3.406 3.663"
".023     .300 -1.638 -.523
187.100  419.000  2.272 2.622
521.000  655.000  2.717 2.816"
".785    3.500  -.105  .544
10.000  115.000  1.000 2.061
3.300   25.600   .519 1.408"
.200    5.000  -.699  .699
"1.410   17.500   .149 1.243
529.000  680.000  2.723 2.833
207.000  406.000  2.316 2.609
85.000  325.000  1.929 2.512"
".750   12.300  -.125 1.090
62.000 1320.000  1.792 3.121
6654.000 5712.000  3.823 3.757"
"3.500    3.900   .544  .591
6.800  179.000   .833 2.253"
"35.000   56.000  1.544 1.748
4.050   17.000   .607 1.230"
".120    1.000  -.921  .000
.023     .400 -1.638 -.398
.010     .250 -2.000 -.602"
"1.400   12.500   .146 1.097
250.010  489.997  2.398 2.690"
2.500   12.100   .398 1.083
"55.500  175.000  1.744 2.243
100.000  157.000  2.000 2.196
52.160  440.000  1.717 2.643
10.550  179.500  1.023 2.254"
".550    2.400  -.260  .380
60.000   81.000  1.778 1.908
3.600   21.000   .556 1.322
4.288   39.200   .632 1.593"
".280    1.900  -.553  .279
.075    1.200 -1.125  .079
.122    3.000  -.914  .477
.048     .330 -1.319 -.482
192.000  180.000  2.283 2.255"
"3.000   25.000   .477 1.398
160.000  169.000  2.204 2.228"
.900    2.600  -.046  .415
1.620   11.400   .210 1.057
.104    2.500  -.983  .398
"4.235   50.400   .627 1.702
alr149        25     2 FORMAT
(11X,F5.2,F6.2)"
St._Albans  3.48 38.83
Durham      3.69 43.92
Blyth       1.43  9.14
Binham      2.05 16.66
Gloucester  3.05 36.16
Norwich     4.19 38.66
Leominster  2.43 17.74
Southwell   2.40 19.46
Chertsey    2.72 23.00
Hereford    2.99 29.75
Canterbury  4.78 51.19
Lindesfarne 1.33  6.60
Tintern     1.67  9.04
Byland      3.14 34.27
Roche       2.04 17.61
Carmel      1.77 13.37
Bengeo       .59  2.04
Copford      .69  2.22
Kempley      .50  1.46
Birkin       .69  1.92
Hales        .63  1.86
Moccas       .58  1.69
Peterchurch  .86  3.31
Little_Tey   .41  1.13
"Melbourne   1.23  6.74
alr161a       12     2 FORMAT
(F4.3,F4.0)"
.034 301
.034 316
.093 430
.093 422
.300 593
.300 586
.400 630
.400 618
.610 656
.610 642
.830 740
.830 714
"alr161b       62     2 FORMAT
(F2.0,F4.0)"
12.40
13.20
14.40
15.80
16.80
17.70
18.70
19.80
20.90
21.110
22.130
23.50
24.50
25.130
26.80
27.140
28.170
29.110
30.190
31.210
32.150
33.180
34.270
35.140
36.160
37.160
38.140
39.190
40.340
41.220
42.290
43.290
44.340
45.470
46.300
47.480
48.390
49.420
50.550
2456
2533
2548
2556
2559
2639
2641
2757
2778
2864
2884
2954
2968
3060
3067
30101
3177
3585
35107
3679
39138
40110
40134
"alr162        67     5 FORMAT
(F5.2,2F6.2,F4.2,F2.0)"
18.38 15.50 17.25 .24 0
20.00 22.29 18.51 .20 1
11.50 12.36 11.13 .12 0
25.00 31.84  5.54 .12 1
52.50 83.90  5.44 .04 0
82.50 72.25 20.37 .05 1
25.00 27.14 31.20 .27 0
30.67 40.41  4.29 .10 1
12.00 12.42  8.69 .41 0
61.25 69.42  6.63 .04 1
60.00 48.46 27.40 .12 0
57.50 69.00 31.23 .08 0
31.00 26.09 28.50 .21 1
60.00 62.83 29.98 .17 0
72.50 77.06 13.59 .05 0
60.33 58.83 45.46 .16 0
49.75 59.48 35.90 .32 0
8.50  9.00  8.89 .08 0
36.50 20.64 23.81 .24 0
60.00 81.40  4.54 .05 1
16.25 18.92 29.62 .72 0
50.00 50.32 21.36 .19 1
11.50 21.33  1.53 .10 1
35.00 46.85  5.42 .08 1
75.00 65.94 22.10 .09 0
31.56 38.68 14.55 .17 1
48.50 51.19  7.59 .13 1
77.50 59.42 49.86 .13 0
21.67 24.64 11.46 .21 1
19.75 26.94  2.48 .10 1
56.00 46.20 31.62 .26 0
25.00 26.86 53.73 .43 0
40.00 20.00 40.18 .56 0
56.67 62.52 15.89 .05 0
51.79 56.00 14.25 .15 1
96.67 71.41 21.37 .05 0
50.83 65.00 13.24 .08 1
34.33 36.28  5.85 .10 1
48.75 59.88 32.99 .21 0
25.80 23.62 28.89 .24 1
20.00 24.20  6.29 .06 1
16.00 17.09 33.34 .66 0
48.67 44.56 16.70 .15 1
20.78 34.46  4.20 .03 1
32.50 31.55 23.47 .19 1
19.00 26.94  8.28 .10 1
51.50 58.71  7.40 .04 1
49.17 65.74  7.71 .02 1
85.00 69.05 46.18 .22 1
58.75 57.54 14.98 .11 1
19.33 21.73  6.58 .06 0
5.00  6.17 13.68 .18 0
65.00 51.00 50.50 .24 0
20.00 18.25 16.12 .32 0
62.50 69.88 31.48 .07 0
35.00 26.68 58.60 .23 0
99.17 75.73 35.43 .05 0
40.25 41.77  4.53 .08 1
39.17 48.50  6.82 .08 1
37.50 21.89 43.70 .36 0
26.25 38.33  2.83 .04 1
52.14 53.95 42.54 .25 0
22.50 17.17 24.16 .36 0
90.00 82.00  7.89 .03 1
28.00 40.60  3.27 .02 1
50.00 53.89 53.16 .24 0
"24.50 54.17  5.57 .06 1
alr166        20     3 FORMAT
(F6.0,F7.0,F5.1)"
- 1.000 -1.000 54.5
- 1.000 -1.000 66.0
1.000 -1.000 11.8
1.000 -1.000 14.0,
- 1.000  1.000  5.2,
- 1.000  1.000  3.0,
1.000  1.000   .8,
1.000  1.000   .5,
0.000 -1.414 86.5,
0.000  1.414   .4,
- 1.414  0.000 20.1,
1.414  0.000  2.9,
0.000  0.000  3.8,
0.000  0.000  2.2,
0.000  0.000  3.2,
0.000  0.000  4.0,
0.000  0.000  2.8,
0.000  0.000  3.2,
0.000  0.000  4.0,
0.000  0.000  3.5,
alr170        24    15 FORMAT,
"(2F2.0,F3.0,F5.2,F6.2,F6.3,F9.5,F2.0,F5.2,F6.2,F6.3,F9.5,F2.0,F6.2,F8.5)",
1,0  0 1.75 13.40  .274  -.56225 2 0.00  0.00 0.000   .00000 0 12.85 
,1.10890
2,1  1 2.70 37.90 1.267   .10278 1 2.70 37.90 1.267   .10278 1  5.52  
,.74194
3,1  3 4.10  3.90  .198  -.70333 2 4.10  3.90  .198  -.70333 2  6.29  
,.79865
4,0  4 2.35  5.30  .526  -.27901 1 0.00  0.00 0.000   .00000 0  6.11  
,.78604
5,1  6 4.25  7.10  .250  -.60206 1 4.25  7.10  .250  -.60206 1  2.45  
,.38917
6,0  9 1.60  6.90  .018 -1.74473 2 0.00  0.00 0.000   .00000 0  3.61  
,.55751
7,0 18 1.30  4.60  .307  -.51286 1 0.00  0.00 0.000   .00000 0   .47 -
,.32790
8,0 25 3.35  4.90  .194  -.71220 1 0.00  0.00 0.000   .00000 0  4.56  
,.65896
9,0 27 2.85 12.10  .751  -.12436 1 0.00  0.00 0.000   .00000 0  6.35  
,.80277
10,1 28 2.20  5.20  .084 -1.07572 1 2.20  5.20  .084 -1.07572 1  5.06  
,.70415
11,1 29 4.40  4.10  .236  -.62709 1 4.40  4.10  .236  -.62709 1  2.76  
,.44091
12,1 32 3.10  2.80  .214  -.66959 1 3.10  2.80  .214  -.66959 1  4.05  
,.60746
13,0 33 3.95  6.80  .796  -.09909 1 0.00  0.00 0.000   .00000 0  5.74  
,.75891
14,1 35 2.90  3.00  .124  -.90658 1 2.90  3.00  .124  -.90658 1  4.84  
,.68485
15,1 38 2.05  7.00  .144  -.84164 1 2.05  7.00  .144  -.84164 1 11.86 
,1.07408
16,0 39 4.00 11.30  .398  -.40012 1 0.00  0.00 0.000   .00000 0  4.45  
,.64836
17,0 53 3.35  4.20  .237  -.62525 2 0.00  0.00 0.000   .00000 0  3.66  
,.56348
18. 1 55 3.70  3.30  .960  -.01773 1 3.70  3.30  .960  -.01773 1  4.22  ,
,.62531
19. 0 56 3.80  2.20  .230  -.63827 1 0.00  0.00 0.000   .00000 0  1.16  ,
,.06446
20. 1 59 3.40  6.50  .142  -.84771 2 3.40  6.50  .142  -.84771 2  5.45  ,
,.73640
21. 1 65 3.15  3.10  .073 -1.13668 1 3.15  3.10  .073 -1.13668 1  2.02  ,
,.30535
22. 0 68 3.15  2.60  .136  -.86646 1 0.00  0.00 0.000   .00000 0   .82 -,
,.08619
23. 1 82 4.01  8.30  .123  -.91009 1 4.01  8.30  .123  -.91009 1  1.09  ,
,.03743
24. 0 83 4.65  7.40  .168  -.77469 1 0.00  0.00 0.000   .00000 0   .28 -,
,.55284
alr181        27     9 FORMAT,
"(F2.0,2F4.0,3F2.0,3F4.0)",
1,82821008200
2,80901009000
3,88911009100
4,1.08115E+13
5,1.16115E+13
6,1.17129E+13
7,1.32131E+13
8,71780100780
9,75790100790
10,93820100820
11,95970100970
12,8.81E+12
13,1.11107E+13
14,63680010068
15,77730010073
16,86810010081
17,83850010085
18,93870010087
19,97870010087
20,87930010093
21,94940010094
22,96950010095
23,1.1297E+11
24,1.1397E+11
25,1.06103E+13
26,1.07106E+13
27,9.8111E+12
alr191        36     4 FORMAT,
"(2F3.0,F2.0,F6.0)",
"75,051,100.7",
"7,505,160.0",
"7,505,175.9",
"7,505,425.0",
"7,505,417.5",
"7,505,420.5",
"7,505,714.9",
"7,505,718.0",
"7,505,717.0",
"75,010,139.5"
"75,010,142.0"
"75,010,147.0"
"75,010,415.1"
"75,010,416.6"
"75,010,419.3"
"75,010,711.0"
"75,010,714.0"
"75,010,714.5"
"9,505,135.3"
"9,505,117.7"
"9,505,129.0"
"9,505,417.0"
"9,505,412.5"
"9,505,413.8"
"950,577.0"
"950,579.0"
"9,505,711.5"
"95,010,118.3"
"95,010,117.0"
"95,010,113.1"
"95,010,410.0"
"9,501,048.0"
"9,501,049.0"
"9,501,079.5"
"9,501,078.0"
"9,501,078.6"
"alr192        25     3 FORMAT
(12X,F2.0,2F4.0)"
Durham       0  75 502
Canterbury   0  80 522
Gloucester   0  68 425
Hereford     0  64 344
Norwich      0  83 407
Peterborough 0  80 451
St._Albans   0  70 551
Winchester   0  76 530
Ely          0  74 547
York         1 100 519
Bath         1  75 225
Bristol      1  52 300
Chichester   1  62 418
Exeter       1  68 409
Gloucester   1  86 425
Lichfield    1  57 370
Lincoln      1  82 506
Norwich      1  82 506
Ripon        1  88 295
Southwark    1  55 273
Wells        1  67 415
St._Asaph    1  45 182
Winchester   1 103 530
Old_St._Paul 1 103 611
Salisbury    1  84 473
"alr193        60     7 FORMAT
(F2.0,2F5.0,4F2.0)"
5.11495E+13
5.41222E+13
5.512E+13
5.71254E+13
6.31358E+13
6.71416E+13
6.91428E+13
7.11146E+13
7.51347E+13
7.51474E+13
7.81382E+13
7.81392E+13
8.01441E+13
7.51652E+13
7.81544E+13
8.11536E+13
8.31541E+13
8.4157E+13
8.51554E+13
8.51601E+13
8.71587E+13
8.91435E+13
8.91676E+13
9.01599E+13
9.01647E+13
9.21643E+13
9.31656E+13
9.41592E+13
9.41619E+13
7.11524E+13
7.31448E+13
7.61483E+13
7.61489E+13
7.71489E+13
7.81465E+13
7.91427E+13
7.91493E+13
7.91497E+13
7.91455E+13
7.91496E+13
8.21449E+13
8.31481E+13
8.41419E+13
3.11047E+13
3.28149E+11
3.51143E+13
3.51263E+13
3.51318E+13
3.79951E+12
3.81286E+13
4.01E+13
4.41036E+13
4.51251E+13,
5.51308E+13,
5.61059E+13,
6.01413E+13,
6.81309E+13,
7.31404E+13,
7.51282E+13,
7.9145E+13,
"alr194        52     7 FORMAT
(F2.0,2F2.0,F3.0,F2.0,F4.0,F6.0)",
1,0 3 25 1 35 36350
2,0 3 13 1 22 35350
3,0 3 10 1 23 28200
4,13712726775
